job_position_name,skills,positions,responsibilities,responsibilities.1,skills_required,educationaL_requirements,experiencere_requirement,locations,matched_score
DevOps Engineer,"['Payroll & Tax 940, 941 withholding Accounting', 'Accounts Payable & Receivable', 'Multi-State Sales Tax Filing', 'Analytical reasoning', 'Account reconciliation expert', 'QuickBooks', 'Peachtree', 'Payroll Mate', 'Adobe', 'Sage', 'PeachTree', 'Quick Books', 'MS Office', 'Medlin', 'Tax Slayer', 'Pro Series', 'Lotus I, II, III']","['Senior Accountant', 'Accountants Payable/Receivable & Purchasing Administrator', 'Accountant', 'Accounts Receivable & Collection Manager', 'Accountant']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",Bachelor/Honors,At least 3 years,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State']",0.4666666666666666
Network Support Engineer,"['Econometrics', 'Problem Solving', 'Data Analytics', 'Data Modeling', 'Data Validation', 'Data Reporting', 'Business Intelligence', 'Data Manipulation', 'Data Mining', 'Machine Learning', 'R Programming', 'SQL', 'Oracle', 'Scorecard', 'IFRS']",['Finance Technology Expert'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU","Diploma, Bachelor/Honors",At least 3 years,['N/A'],0.85
AI Engineer,"['Data Analysis', 'Data Science', 'Data Visualization', 'Machine Learning', 'Artificial Intelligence', 'Decision Tree', 'Clustering', 'Python', 'SQL', 'Microsoft Excel']",['Student Research Assistant'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.","Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,['N/A'],0.75
"Executive/ Senior Executive- Trade Marketing, Hygiene Products","['biology', 'budget', 'charts', 'Oral', 'cost analysis', 'data analysis', 'documentation', 'equipment operation', 'experiments', 'graphs', 'laser', 'materials', 'Natural Gas', 'Oil', 'PQ', 'process development', 'process-engineering', 'process improvement', 'product development', 'producing', 'protocols', 'quality assurance', 'Research', 'staffing', 'supervisory', 'technical support', 'technician', 'time management', 'trouble shooting', 'Validation', 'waste reduction']","['N/A', 'Process Engineering Technician III', 'Process Engineer and Manufacturing Staff', 'Production lead / Process Operator']","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",Master of Business Administration (MBA),At least 3 years,"['N/A', 'N/A', 'N/A', 'N/A']",0.85
Mechanical Engineer,"['Proactive', 'self-motivated', 'team player', 'AP', 'AR', 'bank reconciliations', 'billings', 'budgets', 'cash flow projections', 'government contracting', 'financial statements', 'Quickbooks', 'Peachtree', 'JDE', 'Great Plains', 'LabView', 'Matlab', 'Access', 'Excel', 'Word']","['Engineering Supervisor', 'Vice President', 'Assistant Program Manager', 'Project Engineer']","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical","Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,"['City, State', 'City, State', 'City, State', 'City, State']",0.526666667
Project Coordinator (Civil),"['Web Developer', 'Data Analyst', 'Web Development', 'Machine Learning', 'Python', 'FrontEnd', 'HTML', 'Javascript', 'PHP', 'CSS', 'MySQL', 'Java', 'Data Structures', 'OOP', 'Algorithms', 'C']",['Intern'],"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",•Bachelor of Business Administration (BBA) in Human Resource Management,5 to 10 years,['N/A'],0.65
Mechanical Designer,"['Machine Learning', 'Software Engineering', 'Python', 'Java', 'SAP', 'C programming']",['Software Developer'],"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","AutoCAD
Solidworks",Bachelor’s degree in Mechanical Engineering from a reputed institute.,At least 5 years,['N/A'],0.316666667
"Full Stack Developer (Python,React js)","['C', 'SQL', 'Python', 'R', 'Tableau', 'HP ALM Quality center', 'HP QTP', 'MS office', 'Trello', 'Streak CRM', 'automation tools', 'business processes', 'Chemistry', 'CRM', 'client', 'English', 'event management', 'functional', 'HP', 'image', 'team lead', 'machinery', 'Mathematics', 'Oil', 'developer', 'Physics', 'Programming', 'progress', 'Project management', 'Quick Test Professional', 'Quality', 'quality assurance', 'simulation', 'VB script']","['Software Engineering Analyst', 'Software Engineering Analyst', 'Associate Software Engineer']","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,Bachelor/Honors,3 to 7 years,"['N/A', 'N/A', 'N/A']",0.75
Sr.Officer / Executive - Internal Audit,"['Ability to make decisions and solve problems', 'Ability to work in a team structure', 'Attention to detail', 'Balanced', 'Computer proficient', 'Dependable', 'Determined', 'Educated', 'Fast learner', 'Flexible', 'Friendly', 'Hardworking', 'Honest', 'Issue resolution', 'Interpersonal skills', 'Kind', 'Outgoing', 'Quick on my feet & with my hands', 'Reliable', 'Strong verbal communication', 'Time management', 'Very organized & energetic', 'art', 'critical thinking', 'Electrical Engineering', 'electrical systems', 'forklifts', 'Java', 'logo', 'machinery', 'meetings', 'windows', 'window', 'works', 'next', 'pick', 'processes', 'protocols', 'quality', 'quality assurance', 'Quick', 'Fast learner', 'reading', 'safety', 'sales', 'television', 'Time management']","['Engineering assistant', 'Receptionist', 'Receptionist and Barista', 'Nanny']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance","Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,"['N/A', 'N/A', 'N/A', 'N/A']",0.433333333
Network Support Engineer,"['QuickBooks', 'Sage', 'Lacerte', 'Intuit ProSeries', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Access', 'Microsoft Outlook', 'Microsoft Power Pivot', 'Microsoft PowerPoint', 'CalBench', 'FASB & GAAP standards', 'Sarbanes-Oxley', 'Generally Accepted Auditing Standards']","['Accountant', 'Accounting Assistant', 'Stock Clerk', 'Restaurant Operations Manager']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU","Diploma, Bachelor/Honors",At least 3 years,"['City, State', 'City, State', 'City, State', 'City, State']",0.66
DevOps Engineer,"['Machine Learning', 'Data Analytics', 'Data Manipulation', 'Data Mining', 'Deep Learning', 'Algorithms', 'Selenium', 'Jenkins', 'Python', 'Java', 'SQL', 'Quality Control']",['Junior Machine Learning Engineer'],"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",Bachelor/Honors,At least 3 years,['N/A'],0.65
Senior Software Engineer,"['Careful and active listener', 'Self-Starter & self-motivated', 'Hungry for growth and continuous learning', 'Proactive and energetic', 'Fluent in Spanish']","['Business Development Manager', 'Business Development Manager', 'Talent Acquisition Consultant / Account Executive']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,B.Sc in Computer Science & Engineering from a reputed university.,At least 1 year,"['City , State', 'City , State', 'City , State']",0.65
Mechanical Engineer,"['ASP.NET 4.5', 'academic', 'Clustering', 'consulting', 'curriculum development', 'customer satisfaction', 'data analysis', 'data mining', 'data warehouse', 'Databases', 'database', 'database design', 'database management', 'data warehousing', 'environmental protection', 'Environmental Science', 'GIS', 'HTML', 'instructor', 'Lecturer', 'legal', 'machine learning', 'managing', 'materials', 'meetings', 'C#', 'Microsoft SQL', 'modeling', 'Natural', 'Oracle', 'process development and engineering', 'processes', 'progress', 'Python', 'quality', 'researching', 'research', 'SAS', 'shipping', 'SPSS', 'SQL', 'Statistics', 'Tableau', 'teaching', 'technical support', 'workshops']","['Engineering and Quality Technician', 'Lecturer in Environmental Science and Technology', 'Assistant Lecturer in Natural Resource Management']","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical","Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,"['City, State', 'N/A', 'N/A']",0.85
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"['Leadership Development', 'Project Management', 'Budgeting', 'Employee Management', 'Operations Management', 'Business Management', 'Inventory Management', 'Risk Management', 'Staff Development']","['Business Development Manager', 'Athletic Coordinator', 'Patient Relations Supervisor']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit","Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,"['City, State', 'City, State', 'City, State']",0.75
