candidate_name,resume,skills,experience,location,job_position_name,resume_id
"Executive/ Senior Executive- Trade Marketing, Hygi","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","['Python', 'Machine Learning', 'Text Analytics', 'Big Data Analytics', 'Data Mining', 'Natural Language Processing', 'Multivariate Analysis', 'R', 'MS-Excel']",At least 3 years,['N/A'],"Executive/ Senior Executive- Trade Marketing, Hygiene Products",156
Business Development Executive,"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication","['Data Science', 'Data Analysis', 'Data Structures', 'Data Warehousing', 'Data Visualization', 'Data Mining', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'MongoDB', 'Python', 'Django', 'Java', 'SQL', 'C++']",1 to 3 years,['N/A'],Business Development Executive,157
Executive/ Sr. Executive -IT,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support","['Data Analysis', 'EDA', 'Python', 'Machine Learning', 'SQL', 'NLP', 'MATLAB', 'C#', 'Node.Js', 'Statistics', 'Business Analytics', 'Predictive Modeling', 'Data Modeling']",3 to 5 years,['N/A'],Executive/ Sr. Executive -IT,158
Site Engineer,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




 Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","['QA Engineering software expertise - Design, Estimate, Execute, Maintain and Document.', 'Technical communication skills - Bug Triage, reporting, technical reviews, Root cause analysis', 'Automation tools - Design and Implement', 'Collaborating with stakeholders - Roadmap, Managing releases, Demos, Risk mitigation planning', 'Test Methodologies: Regression Testing, Black box testing, Sanity testing, boundary analysis, requirement analysis (Static testing), Performance Testing, system integration testing, functional testing, manual testing.', 'Test Artifacts: Test Estimation, Test plan, Test coverage, Traceability matrix, bug tracking, automation design, Test scenario engineering', 'Programming Tools: Python, Katalon studio, XLS data input, UNIX Shell/PERL scripting, Groovy, REST, JSON, XML, ISO 8583, EMV tags, TCP, HTTP, POSTMAN, curl-siege, Jmeter, COBOL, JCL, CICS, Postman', 'Operating Systems: Unix-AIX, Unix-Solaris, Linux, Windows, IBM-AIX', 'Virtual Systems: VMWare, VSphere, Proxmox', 'Payment terminals: VeriFone, Ingenico, Equinox, PAX and Innowi, Key Management, KPI, DUKPT, Key Injection, KEK', 'Version Control Tools: Git-bash, Git-stash, Git-lab, TorquiseSVN, SourceTree, VSS', 'Database and Tools: Oracle 11g, Oracle 12c, PostgreSQL, MongoDB, PGAdmin 4, SQL Developer, SQL management studio, Toad, DB2', 'Project Management: Confluence, Jira, Microsoft Office Suite, Bugzilla, redmine, HP Quality center', 'Project Management Methodologies: Agile, Scrum, Waterfall, Iterative', 'Talent Management tools: HireRight, iCIMS', 'POS Systems: Micros, Restaurant Manager, Symphony, positouch, broadPOS', 'EMV Systems : BTT (UL), ICCVerify, VCMS, VTS, Astrex, Discover RCT, ATS, MAS, MDFS, ACI-Interchange, ACI-PRM, ACI- ADM, TSYS CertifyNow, FirstData CertPro and more']",1 to 2 years,"['City , State', 'City , State', 'City , State']",Site Engineer,7561
Civil Engineer,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","['DMAIC', 'Failure Modes and Effective Analysis (FMEA)', 'Kaizen', 'Lean Manufacturing', '5S', 'Value Stream Mapping', 'Root Cause Analysis', 'PFMEA', 'Statistical Process Control', 'Process Capability', 'ANOVA', 'Gage R & R', 'Programmable Logic controls (PLC)', 'Discrete Control system (DCS)', 'Microsoft office', 'Minitab', 'Pro-E', 'Auto-Cad', 'C++', 'C', 'Visual Basics']",At least 5 years,"['City, State', None, 'Navi Mumbai, India', None]",Civil Engineer,161
System Administrator (Operation & Maintenance of S,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","['accounts payables', 'accounts receivables', 'Accounts Payable', 'Accounts Receivable', 'administrative functions', 'trial balance', 'banking', 'budget', 'bi', 'closing', 'Computer Applications', 'Credit', 'clients', 'Customer Service', 'data entry', 'delivery', 'driving', 'email', 'insurance', 'inventory', 'ledger', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'Word', 'mortgage loan', 'Enterprise', 'policies', 'QuickBooks', 'Sales', 'sales reports', 'telecommunications', 'phone', 'workflow', 'written']",4 to 5 years,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'N/A']","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",162
Machine Learning (ML) Engineer,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis","['budget', 'business strategy', 'consultation', 'Customer Relationship Management', 'delivery', 'direct mail', 'directing', 'Driving', 'email', 'senior management', 'Forecasting', 'graphic design', 'graphic', 'image', 'inside sales', 'inventory', 'Marketing Strategy', 'marketing', 'market', 'Marketing & Sales', 'mentor', 'New Business Development', 'Optimization', 'policies', 'presentations', 'Sales', 'strategy']",At least 5 year(s),"['City, State', 'City, State', 'City, State']",Machine Learning (ML) Engineer,163
Senior iOS Engineer,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","['Web design technology', 'Database management system and administration', 'Programming in Java', 'Windows platforms programming', 'Linux programming', 'Database Programming', 'Python', 'Operating System knowledge', 'Data analysis techniques', 'Software development skills', 'Installation of hardware', 'Repair and maintenance practice', 'Troubleshooting of hardware failure', 'Upgrading of hardware', 'Installation of network components', 'Cabling and laying of cables', 'IP addressing', 'Firewall setup', 'Troubleshooting a network failure', 'Network design', 'Office suite', 'Accounting packages', 'Improving Accounting and Internal Control Systems', 'Interpersonal and Communication Skills', 'Negotiating skills', 'Technical proposal writing skills', 'Monitoring and evaluation skills']",At least 4 years,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",Senior iOS Engineer,164
Senior Software Engineer,"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




 Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




","['Microsoft Windows 10', 'Memtest86', 'TeamViewer', 'McAfee Endpoint Security', 'Acronis True Image', 'Recuva', 'Wireshark', 'HWiNFO', 'VMware Workstation', 'PowerShell']",At least 1 year,"['Seattle, WA', 'Seattle, WA', 'Seattle, WA']",Senior Software Engineer,165
Site Engineer,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




 Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","['Web Developer', 'Data Analyst', 'Web Development', 'Machine Learning', 'Python', 'FrontEnd', 'HTML', 'Javascript', 'PHP', 'CSS', 'MySQL', 'Java', 'Data Structures', 'OOP', 'Algorithms', 'C']",1 to 2 years,['N/A'],Site Engineer,166
Network Support Engineer,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","['active directory', 'bridges', 'client', 'Designing', 'DHCP', 'DNS', 'imaging', 'ITIL v', 'Managing', 'messaging', 'access', 'MCSE', 'mail', 'office', 'outlook', 'Microsoft technologies', 'Windows', 'window', 'Migration', 'network', 'networks', 'producer', 'routers', 'servers', 'SLA', 'technical support', 'desktop support', 'troubleshooting', 'upgrade']",At least 3 years,"['USA', None, None, None]",Network Support Engineer,177
Network Support Engineer,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","['Hiring and retention', 'Training and development', 'Recruiting', 'Compensation/payroll', 'Employee relations', 'Exceptional interpersonal skills', 'Compensation administration', 'Personnel records maintenance', 'Affirmative Action compliance', 'New hire orientation', 'Mediation expertise', 'API', 'Approach', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'com', 'CA', 'Hardware', 'concept', 'Content', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'GUI', 'http', 'IDs', 'Innovation', 'explorer', 'IP', 'JavaScript', 'json', 'LAN', 'MB', 'C#', 'MFC', 'office', 'Win', 'Windows', '2000', 'migration', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']",At least 3 years,"['City, State', 'City, State', 'City, State', 'City, State']",Network Support Engineer,167
Site Engineer,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




 Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","['C/Python', 'R', 'STK', 'CATIA', 'ANSYS', 'LaTeX', 'SolidWorks', 'Microsoft Office', 'Microsoft Project']",1 to 2 years,"['City, State', 'City, State', 'City, State']",Site Engineer,168
